Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,50_Day_MA,200_Day_MA
2023-09-18 00:00:00-04:00,40.84363080697237,41.423172164087966,40.634613633568016,41.261661529541016,15849700,0.0,0.0,,,
2023-09-19 00:00:00-04:00,41.375663510839296,41.55617963528443,40.758118457984715,41.06214141845703,15318100,0.0,0.0,-0.4835484168303261,,
2023-09-20 00:00:00-04:00,41.23315523627905,41.537178200065846,40.68211134926574,40.7296142578125,16788100,0.0,0.0,-0.8098144645107608,,
2023-09-21 00:00:00-04:00,40.61561243739146,41.01464127608846,40.178579816654704,40.20708084106445,14990500,0.0,0.0,-1.2829323976418894,,
2023-09-22 00:00:00-04:00,40.21657949908933,40.273581542098135,39.09549341287904,39.1714973449707,16780300,0.0,0.0,-2.575624677124244,,
2023-09-25 00:00:00-04:00,38.8389812643673,39.54203318255899,38.73447266522625,39.48503112792969,10624000,0.0,0.0,0.8004130661582565,,
2023-09-26 00:00:00-04:00,39.00048745315692,39.24750840907196,38.344938530287166,38.620460510253906,15219400,0.0,0.0,-2.189616148141338,,
2023-09-27 00:00:00-04:00,38.60146048843748,39.14300171708011,38.43994622109761,38.819976806640625,11815500,0.0,0.0,0.516607761147081,,
2023-09-28 00:00:00-04:00,38.800968803935184,39.14299555220794,38.68696109592416,38.86747360229492,12454600,0.0,0.0,0.12235142718111103,,
2023-09-29 00:00:00-04:00,39.14300171708011,39.3235142518809,38.55395757130467,38.819976806640625,13124500,0.0,0.0,-0.12220191139845626,,
2023-10-02 00:00:00-04:00,38.667960860539864,38.72496290486276,37.47086719040113,37.632381439208984,15102000,0.0,0.0,-3.059237704718276,,
2023-10-03 00:00:00-04:00,37.41386173522133,37.49936841815026,36.54929577415752,36.73930740356445,19252900,0.0,0.0,-2.373153123692673,,
2023-10-04 00:00:00-04:00,36.58729776127035,37.157343550811866,36.47329005305792,37.02433395385742,14343500,0.0,0.0,0.7758081750482759,,
2023-10-05 00:00:00-04:00,36.82481616617707,37.45186400165527,36.672804679522955,37.33785629272461,11820600,0.0,0.0,0.8468007534123911,,
2023-10-06 00:00:00-04:00,36.948328005987634,37.89840073897467,36.82481753591216,37.7083854675293,13976800,0.0,0.0,0.9923686349312177,,
2023-10-09 00:00:00-04:00,37.157348584133594,37.8128975254551,37.14784582635549,37.717891693115234,12096600,0.0,0.0,0.02520984515266278,,
2023-10-10 00:00:00-04:00,37.92689973943672,38.363935927735945,37.736888102360155,37.83189392089844,14429700,0.0,0.0,0.3022497352470399,,
2023-10-11 00:00:00-04:00,38.01240845214596,38.20242372359134,37.29035476974135,37.7083854675293,14835900,0.0,0.0,-0.32646648255935107,,
2023-10-12 00:00:00-04:00,37.70838335919305,38.01240632681131,37.35685748242938,37.755889892578125,14878100,0.0,0.0,0.1259784115915874,,
2023-10-13 00:00:00-04:00,38.791474984879166,39.56103164965757,38.44944818975979,38.914981842041016,28077900,0.0,0.0,3.069963263376141,,
2023-10-16 00:00:00-04:00,39.399516559501265,40.06456455906824,39.33301175954457,39.57052993774414,18419000,0.0,0.0,1.6845648248380085,,
2023-10-17 00:00:00-04:00,39.361513006429846,40.25458005684475,39.361513006429846,39.88405227661133,16982300,0.0,0.0,0.7923127119107365,,
2023-10-18 00:00:00-04:00,39.61803433239618,39.846049762433616,39.28550669591837,39.456520080566406,16053200,0.0,0.0,-1.0719377085352866,,
2023-10-19 00:00:00-04:00,39.409017839139864,40.11207327958164,39.104994844419096,39.12399673461914,16120300,0.0,0.0,-0.8427589287354431,,
2023-10-20 00:00:00-04:00,39.00048551406043,39.03848929373322,37.945904185699995,38.259429931640625,17498900,0.0,0.0,-2.2098120722249703,,
2023-10-23 00:00:00-04:00,38.24993248585738,38.363943840706966,37.45187112311231,37.50887680053711,13785800,0.0,0.0,-1.9617467705205005,,
2023-10-24 00:00:00-04:00,37.64188785088014,37.84140591731179,37.280862752888765,37.31886291503906,15097800,0.0,0.0,-0.5065837788438499,,
2023-10-25 00:00:00-04:00,37.11934075358531,37.25235035405231,36.65380715195082,37.081336975097656,13849000,0.0,0.0,-0.6364768950280264,,
2023-10-26 00:00:00-04:00,37.07184415451274,37.98391324806817,37.03384036955449,37.67039108276367,15480300,0.0,0.0,1.5885460334442714,,
2023-10-27 00:00:00-04:00,37.41386536331981,37.44236638564675,36.69180805429183,36.8248176574707,13582800,0.0,0.0,-2.244663251398704,,
2023-10-30 00:00:00-04:00,37.14783903307478,37.61337622458308,36.75830939293091,37.46136474609375,14141900,0.0,0.0,1.7285817802112247,,
2023-10-31 00:00:00-04:00,37.660882839540626,37.82239708997032,37.280855918025836,37.784393310546875,11919200,0.0,0.0,0.8622979078379833,,
2023-11-01 00:00:00-04:00,37.964905445225384,37.9839073347463,37.318855698473655,37.632381439208984,19850300,0.0,0.0,-0.40231391328297006,,
2023-11-02 00:00:00-04:00,38.092487941276026,38.85932135857986,37.756995807327364,38.830562591552734,19998500,0.35,0.0,3.183909990600209,,
2023-11-03 00:00:00-04:00,39.463194011697,40.124590694349735,39.36734122178624,39.89453887939453,16147500,0.0,0.0,2.740048603038403,,
2023-11-06 00:00:00-05:00,40.05749694868295,40.05749694868295,39.44403025721716,39.62615203857422,15148600,0.0,0.0,-0.6727408020222425,,
2023-11-07 00:00:00-05:00,39.47278409195866,39.49195538251706,39.05102666932311,39.33858871459961,13796900,0.0,0.0,-0.7256907602198659,,
2023-11-08 00:00:00-05:00,39.36734350246313,39.48236758832967,38.75387683577523,39.28107452392578,19418700,0.0,0.0,-0.14620298427859835,,
2023-11-09 00:00:00-05:00,39.58780664688084,39.664491806147076,38.600508988900785,38.725120544433594,14006500,0.0,0.0,-1.4153227380619637,,
2023-11-10 00:00:00-05:00,38.94558568567206,39.25231901588469,38.68677875270208,39.19480514526367,14706600,0.0,0.0,1.2128680149391835,,
2023-11-13 00:00:00-05:00,39.05102547193226,39.35775879836205,38.849728755516104,39.07978057861328,12159700,0.0,0.0,-0.29346890799453185,,
2023-11-14 00:00:00-05:00,39.77951191276963,40.623030297645286,39.741169336968625,40.33546829223633,20183800,0.0,0.0,3.2131391093588535,,
2023-11-15 00:00:00-05:00,40.32588660811375,41.24608662012135,40.32588660811375,41.06396484375,17268100,0.0,0.0,1.806094195400454,,
2023-11-16 00:00:00-05:00,41.0447895735302,41.17898493853478,40.249201199624736,40.76681137084961,16931200,0.0,0.0,-0.7236356110060793,,
2023-11-17 00:00:00-05:00,41.054381504535364,41.20774817498835,40.68054681729072,41.17898941040039,13893800,0.0,0.0,1.0110627387588833,,
2023-11-20 00:00:00-05:00,41.08313849486496,41.169407479481684,40.747646373999906,41.01604080200195,10369100,0.0,0.0,-0.3957081286635078,,
