Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,50_Day_MA,200_Day_MA
2023-09-18 00:00:00-04:00,82.62579745748288,83.07358632826939,81.67425589343517,82.75640106201172,5501900,0.0,0.0,,,
2023-09-19 00:00:00-04:00,82.8217005583679,83.46539481802604,82.03807895301227,82.56982421875,5769000,0.0,0.0,-0.22545306570534995,,
2023-09-20 00:00:00-04:00,82.8683522101189,83.16687575927133,81.21713826842978,81.2917709350586,5268200,0.0,0.0,-1.5478454699206945,,
2023-09-21 00:00:00-04:00,80.54545524484921,80.7040514343598,79.13680108537541,79.18344116210938,6933900,0.0,0.0,-2.593534067099479,,
2023-09-22 00:00:00-04:00,79.50995237129675,79.50995237129675,77.43894234700855,77.70014953613281,7420600,0.0,0.0,-1.8732346109332054,,
2023-09-25 00:00:00-04:00,77.08443965301053,77.69081754314055,76.77659239451793,77.45759582519531,4748800,0.0,0.0,-0.3121663373694128,,
2023-09-26 00:00:00-04:00,76.57135518339932,77.21504227704729,76.23551534438215,76.65531158447266,5557000,0.0,0.0,-1.035772195322504,,
2023-09-27 00:00:00-04:00,76.87921548256926,77.06579002202456,75.64779789965947,76.17021942138672,5708200,0.0,0.0,-0.6328226355865496,,
2023-09-28 00:00:00-04:00,76.01162426885806,77.00981292153256,75.98363168455344,76.6739730834961,5665400,0.0,0.0,0.6613525153741806,,
2023-09-29 00:00:00-04:00,77.43894546882753,77.51357101346993,75.59182622970206,76.18887329101562,6830500,0.0,0.0,-0.6326785648008704,,
2023-10-02 00:00:00-04:00,75.65713014823392,76.00230088165006,74.53766865626345,75.01344299316406,6722200,0.0,0.0,-1.5427847231206826,,
2023-10-03 00:00:00-04:00,74.2391448397021,74.4816903210593,72.60659268488699,72.7838363647461,7526800,0.0,0.0,-2.972276087395631,,
2023-10-04 00:00:00-04:00,72.85846454242305,73.96860221689846,72.40135196008228,73.78202056884766,6848700,0.0,0.0,1.3714366457674654,,
2023-10-05 00:00:00-04:00,73.21298006927718,74.20183808165326,72.78384575564928,73.8380126953125,5589300,0.0,0.0,0.07588857831914986,,
2023-10-06 00:00:00-04:00,73.43685618332435,75.3679317363104,73.13833266702474,74.93880462646484,6306400,0.0,0.0,1.49082009519228,,
2023-10-09 00:00:00-04:00,74.25779728578412,74.7055861382834,73.63276475858423,74.5469970703125,5125000,0.0,0.0,-0.5228366773467052,,
2023-10-10 00:00:00-04:00,74.86417677801889,75.6664601141256,74.6496096506293,74.75222778320312,6245400,0.0,0.0,0.27530379620395173,,
2023-10-11 00:00:00-04:00,74.54699219396838,74.82685398078176,73.42752369462919,73.60477447509766,8928700,0.0,0.0,-1.5350088447307786,,
2023-10-12 00:00:00-04:00,73.57679374431343,73.57679374431343,72.10283070651975,72.58792877197266,11654600,0.0,0.0,-1.3814942174288247,,
2023-10-13 00:00:00-04:00,72.95174717176349,73.91262658409754,72.14946392953453,72.56926727294922,6442800,0.0,0.0,-0.025708818723924054,,
2023-10-16 00:00:00-04:00,73.5021608176624,73.86598614478054,72.6439065648382,73.4461898803711,7901500,0.0,0.0,1.2083939116039,,
2023-10-17 00:00:00-04:00,72.75584563066728,75.21866641947958,72.74652188638689,74.93880462646484,12324800,0.0,0.0,2.0322561980749665,,
2023-10-18 00:00:00-04:00,71.30053823548262,71.8975852166433,68.47389237712729,69.85456085205078,34732300,0.0,0.0,-6.784527455110412,,
2023-10-19 00:00:00-04:00,69.84523359312853,71.32852011053498,67.99811469494578,68.0261001586914,17486100,0.0,0.0,-2.617525142319599,,
2023-10-20 00:00:00-04:00,68.2126916365042,69.033629533572,67.49436474887804,68.22201538085938,11270600,0.0,0.0,0.28800007895637414,,
2023-10-23 00:00:00-04:00,67.84887241595129,67.97947602227798,66.4588657070472,66.88799285888672,12847100,0.0,0.0,-1.9554135340700274,,
2023-10-24 00:00:00-04:00,66.93464369468262,67.26115272825723,66.30961109935936,66.75739288330078,9265500,0.0,0.0,-0.19525174848864513,,
2023-10-25 00:00:00-04:00,66.46819693903142,67.07457489598285,66.35624793983087,66.6081314086914,8461700,0.0,0.0,-0.22358793260590648,,
2023-10-26 00:00:00-04:00,66.6734387479141,67.81156209017826,66.608136938966,67.23316955566406,10903200,0.0,0.0,0.9383811461960656,,
2023-10-27 00:00:00-04:00,67.0839007829899,67.17718805005653,65.47933416693967,65.67523956298828,11099100,0.0,0.0,-2.317204443836207,,
2023-10-30 00:00:00-04:00,66.14739355085605,66.94059220785932,65.55248735375613,66.65730285644531,9769600,0.85,0.0,1.4953326398073452,,
2023-10-31 00:00:00-04:00,66.82727153967849,67.06334358542384,66.35512744818782,66.8744888305664,8949000,0.0,0.0,0.3258247255950808,,
2023-11-01 00:00:00-04:00,67.20497504189603,67.90375334705915,66.76115853044928,66.99723052978516,9429000,0.0,0.0,0.18354039240542352,,
2023-11-02 00:00:00-04:00,67.68659183587236,69.43352391011483,67.65826433697173,69.36742401123047,11638000,0.0,0.0,3.53774844527579,,
2023-11-03 00:00:00-04:00,70.43444694889972,72.40801285296394,70.38723686581856,72.01141357421875,14951100,0.0,0.0,3.8115723636504395,,
2023-11-06 00:00:00-05:00,72.40801439250484,72.4835591722568,71.16155434398443,71.69035339355469,8140300,0.0,0.0,-0.44584624121170036,,
2023-11-07 00:00:00-05:00,71.63369917758503,71.92642619682343,70.75551091552308,71.3031997680664,7657700,0.0,0.0,-0.5400358725572763,,
2023-11-08 00:00:00-05:00,71.2465378451878,71.9453162614484,70.87826604402062,71.7375717163086,8075200,0.0,0.0,0.6091899797696421,,
2023-11-09 00:00:00-05:00,71.46373490906736,71.8320067495027,69.83955796953326,70.05674743652344,9497200,0.0,0.0,-2.343018086020665,,
2023-11-10 00:00:00-05:00,70.50055318770009,71.18987946806138,69.92453686885219,71.13322448730469,8924000,0.0,0.0,1.5365786882364452,,
2023-11-13 00:00:00-05:00,70.58553820528053,71.31263690049259,70.39668345971413,70.85938262939453,4868400,0.0,0.0,-0.384970398690454,,
2023-11-14 00:00:00-05:00,72.40801746001151,74.56099334372429,72.3985725610557,73.94720458984375,12287700,0.0,0.0,4.357675505866321,,
2023-11-15 00:00:00-05:00,74.19272241177384,75.58082719650353,74.12662252699373,75.24088287353516,9841600,0.0,0.0,1.7494620531863792,,
2023-11-16 00:00:00-05:00,75.52417205248135,75.80745418479646,74.63653885499707,75.22200012207031,6757600,0.0,0.0,-0.02509639805341468,,
2023-11-17 00:00:00-05:00,75.85467426284251,75.95854654314545,75.48640243425837,75.80745697021484,6080700,0.0,0.0,0.7783053457691258,,
2023-11-20 00:00:00-05:00,75.57138245576506,75.73190971851781,74.9198213013194,75.259765625,7644600,0.0,0.0,-0.7224768737856935,,
2023-11-21 00:00:00-05:00,74.66486091751742,74.91981553849321,73.86221746114583,74.0982894897461,7394800,0.0,0.0,-1.5432895991747353,,
2023-11-22 00:00:00-05:00,74.40046155787795,74.47600633623537,73.85277272130656,74.11717224121094,4265400,0.0,0.0,0.025483383752678,,
2023-11-24 00:00:00-05:00,73.8999853751457,74.51377405320704,73.70168574765134,74.26825714111328,2398000,0.0,0.0,0.2038460121099206,,
2023-11-27 00:00:00-05:00,73.90943359087034,73.984978375246,73.26731733237152,73.60726165771484,5237800,0.0,0.0,-0.8900107648177502,73.05942199707032,
2023-11-28 00:00:00-05:00,73.05013190455017,73.1351143800151,72.07751626215713,72.59687042236328,9197900,0.0,0.0,-1.3726787447277067,72.85623138427735,
2023-11-29 00:00:00-05:00,73.1634552653787,75.09924181519801,73.03124828511567,74.17384338378906,7420700,0.0,0.0,2.1722327040422984,72.68831176757813,
2023-11-30 00:00:00-05:00,74.38157112985446,75.05202202665332,73.85277209453355,74.91981506347656,8480500,0.0,0.0,1.0057071949578056,72.56087265014648,
2023-12-01 00:00:00-05:00,74.67430936502126,76.46845830852541,74.35324764460516,76.38346862792969,9617100,0.0,0.0,1.953626771786654,72.50487319946289,
2023-12-04 00:00:00-05:00,75.68470284180897,76.94060791287669,75.59971315511056,76.6856460571289,6713800,0.0,0.0,0.3956057961587822,72.48458312988281,
2023-12-05 00:00:00-05:00,76.18517175970017,76.3362541244392,75.15589388225516,75.70358276367188,6103200,0.0,0.0,-1.2806350913773579,72.44950286865235,
2023-12-06 00:00:00-05:00,76.27960941481747,77.20501513927587,74.9103942311582,74.9859390258789,7321800,0.0,0.0,-0.9479653559241408,72.41611541748047,
2023-12-07 00:00:00-05:00,75.31641629857016,76.08128730772177,75.18421654894756,75.87354278564453,5430400,0.0,0.0,1.1836935981548447,72.41018188476562,
2023-12-08 00:00:00-05:00,75.80745331851176,78.05486377933713,75.68469844967937,77.69602966308594,10343400,0.0,0.0,2.4020057724077004,72.43062301635742,
2023-12-11 00:00:00-05:00,77.78102107075736,78.2248304699286,77.39385945344225,78.20594787597656,6378100,0.0,0.0,0.6562989320069379,72.47096450805664,
2023-12-12 00:00:00-05:00,78.31925560850348,78.99914417834671,77.96986642557117,78.9424819946289,7395300,0.0,0.0,0.9417878545764591,72.54954528808594,
2023-12-13 00:00:00-05:00,78.81973907411985,81.3126594048352,78.65921180535992,80.8593978881836,10144600,0.0,0.0,2.4282437606726326,72.71105651855468,
2023-12-14 00:00:00-05:00,82.37025911665437,86.8745104562678,82.35136931907743,85.9679946899414,19849500,0.0,0.0,6.3178763819417005,72.95477600097657,
2023-12-15 00:00:00-05:00,85.9302316126847,86.72343029256105,85.2314603178868,86.47792053222656,16905700,0.0,0.0,0.5931577724062276,73.20757415771484,
2023-12-18 00:00:00-05:00,86.55345112809904,86.56288882201582,85.5619457365032,85.7035903930664,9145500,0.0,0.0,-0.8954079080469968,73.42286987304688,
2023-12-19 00:00:00-05:00,85.85467729936761,87.2144545475755,85.64693275263065,86.79896545410156,8114900,0.0,0.0,1.2780970505569034,73.66790924072265,
2023-12-20 00:00:00-05:00,86.3645956339261,87.16723914192703,85.8641240537966,86.06242370605469,10467000,0.0,0.0,-0.8485605147406372,73.89411315917968,
2023-12-21 00:00:00-05:00,87.00670696546919,87.4977408232346,86.53456290457372,87.46940612792969,7748000,0.0,0.0,1.6348394122393417,74.17140579223633,
2023-12-22 00:00:00-05:00,87.72437982811086,88.44204091501929,87.0917084299266,87.26168060302734,5800800,0.0,0.0,-0.237483634676261,74.46488082885742,
2023-12-26 00:00:00-05:00,87.4505271081353,87.83768150762626,87.22389996686385,87.66770935058594,2726200,0.0,0.0,0.46530016927557316,74.76684967041015,
2023-12-27 00:00:00-05:00,87.52607874970575,88.47036698408178,87.252234297215,88.4420394897461,4073200,0.0,0.0,0.8832558132249035,75.06676666259766,
2023-12-28 00:00:00-05:00,88.11153226454937,88.71587615422624,88.04543237675182,88.42314910888672,4089500,0.0,0.0,-0.021359051609803892,75.3364535522461,
2023-12-29 00:00:00-05:00,88.28150539487243,88.54590494894103,87.87546116416779,88.05487823486328,4772100,0.0,0.0,-0.4164869468400667,75.70045989990234,
2024-01-02 00:00:00-05:00,87.49775520799297,88.9047427235552,87.12947615194999,88.66867065429688,6132200,0.0,0.0,0.6970566898025332,76.11331130981445,
2024-01-03 00:00:00-05:00,88.0076455382439,88.0076455382439,86.18516926884081,86.78952026367188,7487900,0.0,0.0,-2.119294646867398,76.4846614074707,
2024-01-04 00:00:00-05:00,87.01615905761719,87.95100235825758,86.55345985690488,87.01615905761719,8735600,0.0,0.0,0.2611361294045267,76.88722473144531,
2024-01-05 00:00:00-05:00,87.07280222451595,88.69697886049022,86.93115757289564,88.04541778564453,6027800,0.0,0.0,1.1828363135929942,77.31298522949218,
2024-01-08 00:00:00-05:00,88.01710280737015,88.60256408859284,87.13891448770973,88.3003921508789,6738400,0.0,0.0,0.2895941340810504,77.74683044433594,
2024-01-09 00:00:00-05:00,87.58272106598042,87.6677035366913,86.55345049752312,86.93115997314453,7594100,0.0,0.0,-1.5506524312992487,78.14079025268555,
2024-01-10 00:00:00-05:00,86.43069397202316,86.84618306704463,86.20406683126004,86.38348388671875,6929200,0.0,0.0,-0.6300112486650078,78.55495513916016,
2024-01-11 00:00:00-05:00,85.88301121708845,85.88301121708845,84.5515685655553,85.467529296875,9400700,0.0,0.0,-1.0603353194748588,78.93115966796876,
2024-01-12 00:00:00-05:00,86.1946135934873,86.78007478852689,84.44768211060065,84.70263671875,8303100,0.0,0.0,-0.8949510819110218,79.28772262573243,
2024-01-16 00:00:00-05:00,81.90754911845075,83.24844371771827,80.0756350733991,81.18045043945312,20369000,0.0,0.0,-4.1582959111321145,79.57138702392578,
