Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-18 00:00:00-04:00,142.29649766405032,143.1238023057754,141.38553634913967,143.09591674804688,2967600,0.0,0.0
2023-09-19 00:00:00-04:00,143.04945977614688,143.7466272026049,140.92078147494766,142.67764282226562,3509700,0.0,0.0
2023-09-20 00:00:00-04:00,143.2074974914265,143.96974076474177,142.56610112337071,142.78919982910156,2744800,0.0,0.0
2023-09-21 00:00:00-04:00,142.85426111391467,143.94185489110185,141.90612353038543,142.6218719482422,3660300,0.0,0.0
2023-09-22 00:00:00-04:00,143.05877428869164,143.05877428869164,141.7759956533871,141.98049926757812,3049200,0.0,0.0
2023-09-25 00:00:00-04:00,141.70162333798083,143.83960655037066,140.97657025835696,143.7559356689453,3740000,0.0,0.0
2023-09-26 00:00:00-04:00,143.5235431453401,143.70946582513432,142.5289248912045,143.0680694580078,3936300,0.0,0.0
2023-09-27 00:00:00-04:00,143.0029948715878,143.15172734309544,140.93008746662065,142.343017578125,3621300,0.0,0.0
2023-09-28 00:00:00-04:00,142.81707701724702,142.99369504260227,140.70697954069513,141.52499389648438,3697400,0.0,0.0
2023-09-29 00:00:00-04:00,141.72022426983614,141.78528586483145,138.34592882553457,138.55972290039062,5581600,0.0,0.0
2023-10-02 00:00:00-04:00,138.01126627719523,138.37379277527685,136.3845422656148,137.8067626953125,3827800,0.0,0.0
2023-10-03 00:00:00-04:00,137.41637160357584,137.5651040828968,135.11107490974058,137.04454040527344,4580900,0.0,0.0
2023-10-04 00:00:00-04:00,136.2451405956925,137.648766191668,136.0034467613225,137.28623962402344,3159600,0.0,0.0
2023-10-05 00:00:00-04:00,137.5093088321743,138.99660515012857,136.72848464800728,137.06312561035156,3599500,0.0,0.0
2023-10-06 00:00:00-04:00,136.17076118514743,138.81069871393427,135.82681557347576,137.7974853515625,5370100,0.0,0.0
2023-10-09 00:00:00-04:00,137.82534659633916,139.20108624853702,136.79353831121412,138.60617065429688,2903300,0.0,0.0
2023-10-10 00:00:00-04:00,138.86646594227122,139.0244888690705,137.6115588041653,138.4016876220703,3729000,0.0,0.0
2023-10-11 00:00:00-04:00,138.6247931043838,139.80531988303875,138.29015213011002,138.8199920654297,3189800,0.0,0.0
2023-10-12 00:00:00-04:00,139.07348860612868,139.51475443518223,138.02195451359052,139.23309326171875,4554400,1.48,0.0
2023-10-13 00:00:00-04:00,139.84335797371426,140.5099556580739,138.33179102974498,138.9138946533203,4304700,0.0,0.0
2023-10-16 00:00:00-04:00,139.15799327053298,140.35973433144727,137.9374709763872,138.228515625,3704400,0.0,0.0
2023-10-17 00:00:00-04:00,138.32241116977735,140.50995930862186,138.15340871793452,140.05929565429688,5372400,0.0,0.0
2023-10-18 00:00:00-04:00,140.14379952977532,140.46300886356235,139.2706512627891,140.15318298339844,4910500,0.0,0.0
2023-10-19 00:00:00-04:00,139.46779435370394,139.46779435370394,134.56693914119043,136.623046875,6147100,0.0,0.0
2023-10-20 00:00:00-04:00,136.39772723411966,138.49138328817978,136.39772723411966,137.28964233398438,4223800,0.0,0.0
2023-10-23 00:00:00-04:00,137.2239417367405,137.46804046528464,135.38376767839068,135.88136291503906,3903300,0.0,0.0
2023-10-24 00:00:00-04:00,136.2756790692186,137.98441309917482,136.2287474762566,137.36476135253906,3362900,0.0,0.0
2023-10-25 00:00:00-04:00,137.17697430734933,137.91866815624485,135.96584998232515,136.37893676757812,5461500,0.0,0.0
2023-10-26 00:00:00-04:00,136.00340727010953,137.0267623387307,135.41192024609813,136.32261657714844,5569400,0.0,0.0
2023-10-27 00:00:00-04:00,130.2857519819039,134.25713021405141,127.71326754635884,130.4359588623047,9427200,0.0,0.0
2023-10-30 00:00:00-04:00,132.06956956150657,136.80143682374057,132.06956956150657,133.21498107910156,9258500,0.0,0.0
2023-10-31 00:00:00-04:00,133.40275254587553,133.52480905695003,131.14009415712803,132.5483856201172,10394000,0.0,0.0
2023-11-01 00:00:00-04:00,133.18681572844955,134.9237142265838,133.08354045030296,133.759521484375,4207800,0.0,0.0
2023-11-02 00:00:00-04:00,132.67044463190697,134.980048978131,131.91935297231237,134.501220703125,4066800,0.0,0.0
2023-11-03 00:00:00-04:00,135.14902918572614,135.14902918572614,132.2761170070386,132.77371215820312,5414500,0.0,0.0
2023-11-06 00:00:00-05:00,133.2149702326429,133.66561944563162,132.36060339015253,132.56715393066406,4377000,0.0,0.0
2023-11-07 00:00:00-05:00,132.867620100296,133.48725750699177,131.97570496600534,133.46849060058594,5024400,0.0,0.0
2023-11-08 00:00:00-05:00,134.6702330830736,135.0927176959779,133.24316025697547,133.346435546875,5299100,0.0,0.0
